node_id,lat,lon,stop_count,in_degree_weighted,out_degree_weighted,betweenness,closeness,eigenvector
46,20.63036,-103.4015,1,1,1,0.00030035232199762956,0.02646100386900438,3.593610114348327e-08
47,20.63319,-103.40079,1,1,1,0.0002997291844001241,0.02567116996824259,3.1254324246902895e-09
48,20.637686666666667,-103.39460666666666,3,3,4,0.004754568193402876,0.02995231355306831,5.671002277453122e-07
49,20.647714999999998,-103.37800999999999,2,2,2,0.0007215933379113175,0.03292112398998937,1.3158411205798617e-08
50,20.649,-103.376045,2,2,2,0.0004058041981573028,0.032242893802881666,4.8139880835779745e-08
51,20.65092,-103.37393,2,2,2,0.00036280770392942634,0.031801006861440564,5.391435941129809e-07
52,20.65747,-103.37168333333334,3,3,3,0.0033209268525965746,0.030861748129057044,8.975202274856868e-08
53,20.6594,-103.37026,1,1,1,0.0005974190093902304,0.029778449038113837,7.823267446694955e-09
54,20.65822,-103.36713,1,1,1,0.0005967958717927249,0.02874071580883922,6.81943877989555e-10
55,20.65745,-103.36513,1,1,1,0.0005961727341952194,0.027969505501874097,5.944632983403845e-11
56,20.657645000000002,-103.36254,2,2,2,0.0017474194455865486,0.03255974233746059,6.730348815192825e-09
57,20.67168,-103.3594775,4,6,6,0.008100684911304674,0.035389325868569105,3.426019316484226e-11
58,20.7025475,-103.35986750000001,4,4,5,0.003055866778166754,0.03452335902794106,2.8013264202702943e-13
59,20.7038,-103.36176999999999,3,6,3,0.0010480041412591753,0.03357371845637171,2.609208316447826e-12
60,20.704833333333333,-103.36340333333332,3,3,4,0.0007257853544763543,0.03255531344346058,4.549593183241666e-13
61,20.706106666666667,-103.36318,3,4,5,0.0009910720243961769,0.03279964713139078,7.955312777394396e-14
62,20.71679,-103.364055,2,2,2,0.0025832830008101168,0.032668233193855006,1.1298678925409033e-16
63,20.717,-103.365785,2,2,2,0.00197141852893226,0.03178043954204857,1.010824861804851e-17
64,20.7182175,-103.37026749999998,4,4,4,0.003396789134353489,0.030993099465323918,1.7709254735688903e-17
65,20.729020000000002,-103.36773,3,4,3,0.0007636834501791861,0.028317105951840706,6.565631891759366e-20
66,20.73069,-103.367325,2,2,2,0.0002830744158849783,0.027618226833702665,1.445180757911588e-20
67,20.733909999999998,-103.36083111111111,9,7,7,0.01957640578992264,0.031364473655129455,5.792613419730497e-18
68,20.73214,-103.36292,1,1,1,0.0010906607422520487,0.0302759307683402,5.22484473102305e-19
69,20.730433333333334,-103.36511333333334,3,4,4,0.0019788584141873246,0.02920797431337506,1.4949966666466546e-19
70,20.727392000000002,-103.36838,5,4,6,0.0019386471561907226,0.02824046448062621,1.1466640968458963e-19
71,20.72513,-103.36855,1,1,1,0.00024715903071966384,0.0272920126737178,1.3048920605474394e-20
72,20.72285,-103.36903,1,1,1,0.0002465358931221584,0.02654715124708551,1.4905195778971886e-21
73,20.721166666666665,-103.36919333333333,3,4,3,0.002348218504369309,0.029910373534798473,3.967179129979682e-18
74,20.71773,-103.36835,1,1,1,0.0002270486809819878,0.030157874639082656,1.983020168999863e-18
75,20.716520000000003,-103.36164,2,2,2,0.0017375908662077126,0.031584278520168874,9.88608631508809e-18
76,20.713586,-103.361166,5,4,6,0.028866371465615475,0.0342527708824954,1.2825424899537083e-15
77,20.710485,-103.360445,2,3,2,0.00036510198326569646,0.0327512660523405,1.3983379025414872e-14
78,20.70714,-103.36275,1,1,1,9.23943110483089e-05,0.0311678581029394,1.2192422585734609e-15
79,20.69103,-103.35884,1,1,1,0.0002886826542625274,0.031152333116743505,9.171287036625173e-16
80,20.68864,-103.35905,1,1,1,0.0002880595166650219,0.030170233691728734,7.995068075877102e-17
81,20.67607033525882,-103.35957967822588,17,18,16,0.0632093746481869,0.037823802347489124,1.3455826230987099e-09
82,20.669343333333334,-103.35940666666666,3,3,4,0.004670425734782138,0.034525248383929216,6.065979253805687e-11
83,20.666798,-103.35951,5,5,6,0.004982664878526123,0.033992472143491964,6.273399077715368e-10
84,20.66452666666667,-103.35967666666666,3,4,3,0.0031506403418600838,0.033671614386475535,7.032989176276553e-09
85,20.65705,-103.36373,1,1,1,0.001021690739982695,0.03172540001591204,5.866944615975621e-10
86,20.65597,-103.36634,1,1,1,0.0010210676023851893,0.030644807611096038,5.1144845753841955e-11
87,20.65505333333333,-103.36955,3,4,3,0.003571116597995015,0.03130719485435779,8.90794796243995e-09
88,20.636575,-103.39668499999999,2,2,3,0.0039268998417343794,0.029523823744107072,6.328562241706519e-06
