nodes_removed,lcc_size_ratio,global_efficiency_ratio
0,1.0,1.0
1,0.9997617913292044,0.9620208955183968
2,0.9995235826584088,0.9494314848108775
3,0.9992853739876132,0.9493992640974415
4,0.9990471653168176,0.9492779593046851
5,0.9985707479752263,0.945244316332623
6,0.9983325393044307,0.9451890493994553
7,0.9980943306336351,0.9394326618620626
8,0.9973797046212483,0.9331484141247268
9,0.9971414959504526,0.9320106926822225
10,0.9969032872796569,0.9318576908043388
11,0.9969032872796569,0.9318576908043388
12,0.9966650786088613,0.9317794759982817
13,0.9964268699380657,0.9316260804434726
14,0.9961886612672701,0.9288213715160775
15,0.9959504525964745,0.9287122558568107
16,0.9957122439256789,0.9286141707899839
17,0.9954740352548833,0.9247886465810166
18,0.9952358265840877,0.9249477302308703
19,0.994997617913292,0.9231707168383103
20,0.9947594092424964,0.9191923402095058
21,0.9947594092424964,0.9191923402095058
22,0.9945212005717008,0.9193858886954264
23,0.9942829919009052,0.9191528764949711
24,0.9940447832301096,0.919310396391923
25,0.993806574559314,0.9164258736196589
26,0.9935683658885184,0.9164591818661928
27,0.9935683658885184,0.9164591818661928
28,0.9933301572177228,0.9163227216025448
29,0.9930919485469271,0.9127796426699831
30,0.9928537398761315,0.9123513419242656
31,0.9926155312053359,0.9121460839502369
32,0.991900905192949,0.9094970529287952
33,0.9916626965221534,0.9086950957937704
34,0.9909480705097665,0.9075407397027058
35,0.9907098618389709,0.907466888082128
36,0.9904716531681753,0.9072750332106834
37,0.9902334444973797,0.9066889691803446
38,0.9899952358265841,0.9063584676903993
39,0.9897570271557885,0.9044133982827782
40,0.9895188184849929,0.9037405805822353
41,0.9892806098141972,0.9036915667247372
42,0.9892806098141972,0.9036915667247372
43,0.9890424011434016,0.900619490758464
44,0.9885659838018104,0.900759254928917
45,0.9883277751310148,0.9009465528572799
46,0.9880895664602192,0.900379342419377
47,0.9873749404478323,0.8983935077191174
48,0.9866603144354454,0.8987839099162351
49,0.9864221057646498,0.898787276192489
50,0.9861838970938542,0.8984326269376219
51,0.9859456884230586,0.8985991202050949
52,0.9854692710814673,0.8985312202383087
53,0.9852310624106717,0.8982768432123824
54,0.9849928537398761,0.8982196500509768
55,0.9847546450690805,0.8980055297428362
56,0.9845164363982849,0.8981498580832811
57,0.9842782277274893,0.8957545096935791
58,0.9840400190566937,0.8952471474823034
59,0.9833253930443068,0.895268849037597
60,0.9828489757027156,0.8950516325588754
61,0.98261076703192,0.8950389977838501
62,0.9818961410195332,0.8934881835030749
63,0.9816579323487374,0.8933723299101045
64,0.9814197236779418,0.883803075761191
65,0.9811815150071462,0.8830778859979564
66,0.9809433063363506,0.883275548301054
67,0.9809433063363506,0.883275548301054
68,0.980705097665555,0.882900839414334
69,0.9804668889947594,0.8819719741618413
70,0.9802286803239638,0.8816552371059546
71,0.9795140543115769,0.8818978539794556
72,0.9792758456407813,0.8820697073692773
73,0.9790376369699857,0.8819843442084933
74,0.9787994282991901,0.8812223772213839
75,0.9783230109575989,0.880259390305117
76,0.9780848022868033,0.8804648164019679
77,0.9778465936160077,0.8806165784881008
78,0.9773701762744164,0.8807307927312681
79,0.9771319676036208,0.8789517712888589
80,0.9768937589328252,0.8783644036344593
81,0.976417341591234,0.8736160387974184
82,0.9761791329204383,0.8725653462957171
83,0.9761791329204383,0.8725653462957171
84,0.9761791329204383,0.8725653462957171
85,0.975702715578847,0.872524712666878
86,0.9754645069080514,0.8709022816810886
87,0.9740352548832778,0.8567640322460057
88,0.9737970462124821,0.8569282843263656
89,0.9733206288708909,0.8558862865004481
90,0.9730824202000953,0.8558635758675469
91,0.9728442115292997,0.8516117426868637
92,0.9726060028585041,0.8516187984704059
93,0.9723677941877085,0.8515863917033243
94,0.9721295855169129,0.8518209090828156
95,0.9718913768461171,0.8460435475287525
96,0.9716531681753215,0.8453314981432783
97,0.9709385421629347,0.8459088673890577
